"Index","LT","Age","Country","Locality","Site","Date","GPS Latitude N","GPS Longitude E","End-Start (Intercept)","NumberOfIntercepts","TransectLength","NumberOfCoralIntercepts","TransectCoralLength","Depth [m]","ReefZone","Category","Kingdom","Phylum","Class","Order","Family","Genus","Species","ScientificName","Rank","AphiaID"
281,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,4,251,3703,74,774,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
282,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,4,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
283,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,4,251,3703,74,774,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
284,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,4,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
285,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
286,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,5,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
287,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,7,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","pectinata","Goniastrea pectinata","Species",207464
288,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,9,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","sp.","Goniastrea sp.","Genus",205082
289,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
290,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,10,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","pectinata","Goniastrea pectinata","Species",207464
291,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,15,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Astreopora","myriophthalma","Astreopora myriophthalma","Species",207128
292,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,14,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
293,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,13,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
294,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,13,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
295,"B3B4","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,63,251,3703,74,774,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
296,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,17,200,2763,71,675,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
297,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,23,200,2763,71,675,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
298,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,15,200,2763,71,675,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
299,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,18,200,2763,71,675,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
300,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,22,200,2763,71,675,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
301,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,6,200,2763,71,675,4.3,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
302,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,3,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
303,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,13,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
304,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,10,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
305,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,24,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
306,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,7,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Seriatopora","hystrix","Seriatopora hystrix","Species",206973
307,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,14,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
308,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,9,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
309,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,15,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
310,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,5,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
311,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,31,200,2763,71,675,4.3,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","verrucosa","Pocillopora verrucosa","Species",206954
312,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,3,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
313,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Leptastreidae","Leptastrea","sp.","Leptastrea sp.","Genus",204278
314,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Leptastreidae","Leptastrea","purpurea","Leptastrea purpurea","Species",207470
315,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,4,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","grisea","Montipora grisea","Species",287709
316,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,5,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","sp.","Montipora sp.","Genus",203834
317,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,13,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","maeandrina","Montipora maeandrina","Species",207188
318,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,10,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","sp.","Montipora sp.","Genus",203834
319,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","microphthalma","Cyphastrea microphthalma","Species",207416
320,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,7,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","kausti","Cyphastrea kausti","Species",843628
321,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,6,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","sp.","Cyphastrea sp.","Genus",206488
322,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,9,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","sp.","Montipora sp.","Genus",203834
323,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","efflorescens","Montipora efflorescens","Species",207163
324,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,10,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","efflorescens","Montipora efflorescens","Species",207163
325,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,2,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","forskaliana","Echinopora forskaliana","Species",288341
326,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,5,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","efflorescens","Montipora efflorescens","Species",207163
327,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,9,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
328,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,6,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","efflorescens","Montipora efflorescens","Species",207163
329,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,3,200,2763,71,675,4.3,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
330,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,8,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
331,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,15,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Dipsastraea","danai","Dipsastraea danai","Species",758238
332,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,1,200,2763,71,675,4.3,"Shallow reef slope","CME","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Milleporidae","Millepora","exaesa","Millepora sp.","Genus",210728
333,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,6,200,2763,71,675,4.3,"Shallow reef slope","CMR","Animalia","Cnidaria","Hexacorallia","Scleractinia","Fungiidae","Ctenactis","crassa","Ctenactis crassa","Species",288875
334,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,20,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
335,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,27,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
336,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,10,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
337,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,15,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
338,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,13,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
339,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,11,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
340,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,7,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Coscinaraeidae","Coscinaraea","monile","Coscinaraea monile","Species",207255
341,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,8,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","maeandrina","Montipora maeandrina","Species",207188
342,"B5B6","Modern","Egypt","El Quseir","Mangrove Bay","24/10/2023",25.87015,34.41968333,1,200,2763,71,675,4.3,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","edwardsi","Goniastrea edwardsi","Species",207466
343,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,6,266,3068,115,972,8.5,"Deeper reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.","Genus",206938
344,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,4,266,3068,115,972,8.5,"Deeper reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
345,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,15,266,3068,115,972,8.5,"Deeper reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
346,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,5,266,3068,115,972,8.5,"Deeper reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","squarrosa","Acropora sp.","Genus",207053
347,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,10,266,3068,115,972,8.5,"Deeper reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","squarrosa","Acropora sp.","Genus",207053
348,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,14,266,3068,115,972,8.5,"Deeper reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","hemprichii","Acropora sp.","Genus",288207
349,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,45,266,3068,115,972,8.5,"Deeper reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","squarrosa","Acropora sp.","Genus",207053
350,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,24,266,3068,115,972,8.5,"Deeper reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","squarrosa","Acropora sp.","Genus",207053
351,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,27,266,3068,115,972,8.5,"Deeper reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","damicornis","Pocillopora damicornis","Species",206953
352,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,40,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Paramontastraea","peresi","Paramontastraea peresi","Species",762398
353,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,3,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","sp.","Cyphastrea sp.","Genus",206488
354,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,2,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Leptastreidae","Leptastrea","purpurea","Leptastrea purpurea","Species",207470
355,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,7,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Psammocoridae","Psammocora","profundacella","Psammocora profundacella","Species",207271
356,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,7,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
357,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,7,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Agariciidae","Pavona","varians","Pavona varians","Species",207303
358,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,4,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","microphthalma","Cyphastrea microphthalma","Species",207416
359,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,4,266,3068,115,972,8.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","microphthalma","Cyphastrea microphthalma","Species",207416
360,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,6,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Merulina","scheeri","Merulina scheeri","Species",207408
361,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,3,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Acanthastrea","echinata","Acanthastrea echinata","Species",207384
362,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,6,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Acanthastrea","echinata","Acanthastrea echinata","Species",207384
363,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,2,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Leptastreidae","Leptastrea","purpurea","Leptastrea purpurea","Species",207470
364,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,5,266,3068,115,972,8.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","chalcidicum","Cyphastrea chalcidicum","Species",207415
365,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,5,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","chalcidicum","Cyphastrea chalcidicum","Species",207415
366,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,6,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","crypta","Montipora crypta","Species",1617333
367,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,2,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Psammocoridae","Psammocora","profundacella","Psammocora profundacella","Species",207271
368,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,10,266,3068,115,972,8.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
369,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,10,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
370,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,7,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Coscinaraeidae","Coscinaraea","monile","Coscinaraea monile","Species",207255
371,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,25,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Astrocoeniidae","Stylocoeniella","guentheri","Stylocoeniella guentheri","Species",206948
372,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,10,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","forskaliana","Echinopora forskaliana","Species",288341
373,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,3,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Cyphastrea","chalcidicum","Cyphastrea chalcidicum","Species",207415
374,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,4,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Favites","complanata","Favites complanata","Species",207455
375,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,3,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Oxypora","sp.","Oxypora sp.","Genus",205536
376,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,10,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","maeandrina","Montipora maeandrina","Species",207188
377,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,13,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","forskaliana","Echinopora forskaliana","Species",288341
378,"C1C2","Modern","Egypt","El Quseir","Mangrove Bay","22/10/2023",25.87015,34.41968333,9,266,3068,115,972,8.5,"Deeper reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
